BBL,borough,zip5,median_household_income,res_unit,eviction_count,hpd_2025_habitability_count,hpd_2025_strict_count,vacate_count,litigation_count,is_aep,lien_amount,water,C,I,dob_violations,winner_score,baseline_score
1020460001,MN,10024,182614.0,84.0,0.0,0.0,0.0,0.0,0.0,False,34929.0,0.0,318.0,0.0,46.0,58.2,216.97
3023370004,BK,11211,105183.0,8.0,0.0,0.0,0.0,0.0,0.0,False,33922.0,3591.18,219.0,0.0,78.0,73.5,245.16
3027260011,BK,11222,123963.0,5.0,0.0,0.0,0.0,0.0,0.0,False,32860.0,1830.25,0.0,23.0,0.0,9.1,223.22
3059080008,BK,11209,92656.0,7.0,0.0,0.0,0.0,0.0,0.0,False,32291.0,18917.69,213.0,2.0,47.0,144.4,172.56
3036120011,BK,11212,40060.0,20.0,0.0,0.0,0.0,0.0,0.0,False,31758.0,1248340.19,234.0,0.0,165.0,152.7,525.68
3027740031,BK,11211,105183.0,6.0,0.0,0.0,0.0,0.0,0.0,False,30900.0,2823.67,0.0,3.0,146.0,34.9,156.81
3018100028,BK,11221,85122.0,6.0,0.0,0.0,0.0,0.0,0.0,False,30572.0,29158.46,27.0,54.0,517.0,168.9,208.86
3019410041,BK,11205,86753.0,5.0,0.0,0.0,0.0,0.0,0.0,False,30422.0,122287.5,5.0,20.0,158.0,95.1,189.4
1013780069,MN,10065,160938.0,9.0,0.0,0.0,0.0,0.0,0.0,False,30418.0,558.2,1.0,0.0,61.0,18.0,163.51
4034230035,QN,11385,87365.0,6.0,0.0,0.0,0.0,0.0,0.0,False,30194.0,25014.21,123.0,4.0,172.0,90.0,194.94
3017750054,BK,11216,95000.0,9.0,0.0,0.0,0.0,0.0,0.0,False,30069.0,420857.58,40.0,3.0,66.0,60.5,175.89
1012470019,MN,10024,182614.0,8.0,0.0,0.0,0.0,0.0,0.0,False,29156.0,434138.5,48.0,6.0,0.0,47.7,280.18
4053600033,QN,11358,88729.0,6.0,0.0,0.0,0.0,0.0,0.0,False,28580.0,12346.09,280.0,37.0,0.0,182.6,160.52
3013830054,BK,11213,62040.0,11.0,0.0,0.0,0.0,0.0,0.0,False,28551.0,101729.5,214.0,0.0,65.0,101.9,708.46
1017180065,MN,10027,64220.0,7.0,0.0,0.0,0.0,0.0,0.0,False,28524.0,11507.96,0.0,205.0,602.0,184.3,283.31
1015080035,MN,10075,146556.0,6.0,0.0,0.0,0.0,0.0,0.0,False,27313.0,32273.18,0.0,20.0,109.0,62.6,193.38
4034700039,QN,11385,87365.0,6.0,0.0,0.0,0.0,0.0,0.0,False,27050.0,95008.14,79.0,0.0,80.0,64.1,159.88
1011270017,MN,10023,157866.0,11.0,0.0,0.0,0.0,0.0,0.0,False,26925.0,2118.56,0.0,0.0,135.0,32.1,176.87
3048720040,BK,11203,68028.0,6.0,0.0,0.0,0.0,0.0,0.0,False,26795.0,53069.229999999996,238.0,7.0,349.0,165.4,474.68
2042490040,BX,10458,42107.0,8.0,0.0,0.0,0.0,0.0,0.0,False,26020.0,0.0,19.0,0.0,0.0,2.4,223.97
2028490028,BX,10453,35482.0,21.0,0.0,0.0,0.0,0.0,0.0,False,25396.0,2512579.7,101.0,161.0,9.0,133.9,883.6
1007450052,MN,10011,146571.0,8.0,0.0,0.0,0.0,0.0,0.0,False,25217.0,4489.95,0.0,0.0,283.0,66.4,180.65
1020710043,MN,10031,65067.0,6.0,0.0,0.0,0.0,0.0,0.0,False,25101.0,366987.44,56.0,205.0,158.0,158.5,596.05
1019700061,MN,10027,64220.0,9.0,0.0,0.0,0.0,0.0,0.0,False,24990.0,1101612.06,184.0,4.0,52.0,101.6,742.9
3032360054,BK,11237,82570.0,6.0,0.0,0.0,0.0,0.0,0.0,False,24954.0,0.0,293.0,40.0,310.0,172.1,192.14
1001930033,MN,10013,159474.0,7.0,0.0,0.0,0.0,0.0,0.0,False,23911.0,60012.46,78.0,3.0,210.0,95.7,188.93
